stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening F:\School\Introduction_to_Programming\Final_Project\G37_FInal_Project\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97230] removed dtor for sub_bitmap 000000000ca6ee60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97230] removed dtor for sub_bitmap 000000000ca6fbe0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97231] removed dtor for sub_bitmap 000000000ca6fa30
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97232] removed dtor for sub_bitmap 000000000ca702a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97233] removed dtor for sub_bitmap 000000000ca6f1c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97233] removed dtor for sub_bitmap 000000000ca6f370
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97234] removed dtor for sub_bitmap 000000000ca716e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97235] removed dtor for sub_bitmap 000000000ca72610
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97236] removed dtor for sub_bitmap 000000000ca70cc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97236] removed dtor for sub_bitmap 000000000ca71530
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97237] removed dtor for sub_bitmap 000000000ca72460
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97238] removed dtor for sub_bitmap 000000000ca72b20
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97239] removed dtor for sub_bitmap 000000000ca6f520
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97239] removed dtor for sub_bitmap 000000000ca71890
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97240] removed dtor for sub_bitmap 000000000ca72100
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97241] removed dtor for sub_bitmap 000000000ca6fd90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97242] removed dtor for sub_bitmap 000000000ca722b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97242] removed dtor for sub_bitmap 000000000ca72cd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97243] removed dtor for sub_bitmap 000000000ca71bf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97244] removed dtor for sub_bitmap 000000000ca6ff40
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97245] removed dtor for sub_bitmap 000000000ca70e70
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97245] removed dtor for sub_bitmap 000000000ca70450
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97246] removed dtor for sub_bitmap 000000000ca727c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97247] removed dtor for sub_bitmap 000000000ca71020
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97247] removed dtor for sub_bitmap 000000000ca70960
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97248] removed dtor for sub_bitmap 000000000ca72970
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97249] removed dtor for sub_bitmap 000000000ca700f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97250] removed dtor for sub_bitmap 000000000ca71f50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97250] removed dtor for sub_bitmap 000000000ca6ecb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97251] removed dtor for sub_bitmap 000000000ca70b10
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97252] removed dtor for sub_bitmap 000000000ca71a40
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97253] removed dtor for sub_bitmap 000000000ca71380
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97253] removed dtor for sub_bitmap 000000000ca6f880
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97254] removed dtor for sub_bitmap 000000000ca71da0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97255] removed dtor for sub_bitmap 000000000ca6f6d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97256] removed dtor for sub_bitmap 000000000ca70600
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97257] removed dtor for sub_bitmap 000000000ca707b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97257] removed dtor for sub_bitmap 000000000ca711d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97258] removed dtor for sub_bitmap 000000000ca34e40
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97259] removed dtor for sub_bitmap 000000000ca32c80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97260] removed dtor for sub_bitmap 000000000ca34c90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97261] removed dtor for sub_bitmap 000000000ca33f10
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97262] removed dtor for sub_bitmap 000000000ca360d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97263] removed dtor for sub_bitmap 000000000ca32260
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97263] removed dtor for sub_bitmap 000000000ca35a10
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97264] removed dtor for sub_bitmap 000000000ca356b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97265] removed dtor for sub_bitmap 000000000ca34ff0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97266] removed dtor for sub_bitmap 000000000ca35d70
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97266] removed dtor for sub_bitmap 000000000ca340c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97267] removed dtor for sub_bitmap 000000000ca34ae0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97268] removed dtor for sub_bitmap 000000000ca32920
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97268] removed dtor for sub_bitmap 000000000ca34270
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97269] removed dtor for sub_bitmap 000000000ca33a00
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97270] removed dtor for sub_bitmap 000000000ca33340
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97271] removed dtor for sub_bitmap 000000000ca33850
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97271] removed dtor for sub_bitmap 000000000ca32410
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97272] removed dtor for sub_bitmap 000000000ca351a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97273] removed dtor for sub_bitmap 000000000ca35350
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97274] removed dtor for sub_bitmap 000000000ca33190
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97274] removed dtor for sub_bitmap 000000000ca35f20
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97275] removed dtor for sub_bitmap 000000000ca320b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97276] removed dtor for sub_bitmap 000000000ca33bb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97276] removed dtor for sub_bitmap 000000000ca334f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97277] removed dtor for sub_bitmap 000000000ca35bc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97278] removed dtor for sub_bitmap 000000000ca36280
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97279] removed dtor for sub_bitmap 000000000ca33d60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97279] removed dtor for sub_bitmap 000000000ca36430
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97280] removed dtor for sub_bitmap 000000000ca336a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97281] removed dtor for sub_bitmap 000000000ca32ad0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97282] removed dtor for sub_bitmap 000000000ca32e30
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97282] removed dtor for sub_bitmap 000000000ca34420
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97283] removed dtor for sub_bitmap 000000000ca345d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97284] removed dtor for sub_bitmap 000000000ca365e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97284] removed dtor for sub_bitmap 000000000ca325c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97285] removed dtor for sub_bitmap 000000000ca34780
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97286] removed dtor for sub_bitmap 000000000ca34930
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97287] removed dtor for sub_bitmap 000000000ca32770
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97288] removed dtor for sub_bitmap 000000000ca36790
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97288] removed dtor for sub_bitmap 000000000ca35500
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97289] removed dtor for sub_bitmap 000000000ca35860
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97290] removed dtor for sub_bitmap 000000000ca36940
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97290] removed dtor for sub_bitmap 000000000ca36af0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97291] removed dtor for sub_bitmap 000000000ca36ca0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97292] removed dtor for sub_bitmap 000000000ca36e50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97293] removed dtor for sub_bitmap 000000000ca37000
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97293] removed dtor for sub_bitmap 000000000ca32fe0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97294] removed dtor for sub_bitmap 000000000ca37510
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97295] removed dtor for sub_bitmap 000000000ca371b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97296] removed dtor for sub_bitmap 000000000ca37360
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97296] removed dtor for sub_bitmap 000000000ca38b00
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97297] removed dtor for sub_bitmap 000000000ca376c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97298] removed dtor for sub_bitmap 000000000ca37870
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97299] removed dtor for sub_bitmap 000000000ca37d80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97299] removed dtor for sub_bitmap 000000000ca37bd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97300] removed dtor for sub_bitmap 000000000ca38950
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97301] removed dtor for sub_bitmap 000000000ca387a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97302] removed dtor for sub_bitmap 000000000ca37a20
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97302] removed dtor for sub_bitmap 000000000ca38440
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97303] removed dtor for sub_bitmap 000000000ca38290
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97304] removed dtor for sub_bitmap 000000000ca37f30
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97304] removed dtor for sub_bitmap 000000000ca380e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97305] removed dtor for sub_bitmap 000000000ca385f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97306] removed dtor for sub_bitmap 000000000ca3b530
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97307] removed dtor for sub_bitmap 000000000ca3c460
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97307] removed dtor for sub_bitmap 000000000ca3cb20
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97308] removed dtor for sub_bitmap 000000000ca38e60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97309] removed dtor for sub_bitmap 000000000ca3b890
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97310] removed dtor for sub_bitmap 000000000ca3c100
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97311] removed dtor for sub_bitmap 000000000ca39be0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97311] removed dtor for sub_bitmap 000000000ca39880
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97312] removed dtor for sub_bitmap 000000000ca3ccd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97313] removed dtor for sub_bitmap 000000000ca39520
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97314] removed dtor for sub_bitmap 000000000ca3a960
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97314] removed dtor for sub_bitmap 000000000ca3b380
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97315] removed dtor for sub_bitmap 000000000ca3c610
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97316] removed dtor for sub_bitmap 000000000ca3a450
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97317] removed dtor for sub_bitmap 000000000ca3c7c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97317] removed dtor for sub_bitmap 000000000ca3c2b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97318] removed dtor for sub_bitmap 000000000ca3bda0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97319] removed dtor for sub_bitmap 000000000ca3bf50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97320] removed dtor for sub_bitmap 000000000ca3acc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97320] removed dtor for sub_bitmap 000000000ca3c970
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97321] removed dtor for sub_bitmap 000000000ca38cb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97322] removed dtor for sub_bitmap 000000000ca39d90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97322] removed dtor for sub_bitmap 000000000ca3ce80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97323] removed dtor for sub_bitmap 000000000ca3a600
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97324] removed dtor for sub_bitmap 000000000ca3a0f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97325] removed dtor for sub_bitmap 000000000ca3d030
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97325] removed dtor for sub_bitmap 000000000ca39010
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97326] removed dtor for sub_bitmap 000000000ca39f40
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97327] removed dtor for sub_bitmap 000000000ca3a2a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97328] removed dtor for sub_bitmap 000000000ca391c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97328] removed dtor for sub_bitmap 000000000ca3d1e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97329] removed dtor for sub_bitmap 000000000ca396d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97330] removed dtor for sub_bitmap 000000000ca3b6e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97331] removed dtor for sub_bitmap 000000000ca39a30
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97331] removed dtor for sub_bitmap 000000000ca3a7b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97332] removed dtor for sub_bitmap 000000000ca3ae70
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97333] removed dtor for sub_bitmap 000000000ca3b020
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97334] removed dtor for sub_bitmap 000000000ca3ab10
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97334] removed dtor for sub_bitmap 000000000ca3d390
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97335] removed dtor for sub_bitmap 000000000ca3b1d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97336] removed dtor for sub_bitmap 000000000ca39370
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97337] removed dtor for sub_bitmap 000000000ca3dc00
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97337] removed dtor for sub_bitmap 000000000ca3ba40
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97338] removed dtor for sub_bitmap 000000000ca3e110
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97339] removed dtor for sub_bitmap 000000000ca3d540
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97340] removed dtor for sub_bitmap 000000000ca3ece0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97340] removed dtor for sub_bitmap 000000000ca3f1f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97341] removed dtor for sub_bitmap 000000000ca3d6f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97342] removed dtor for sub_bitmap 000000000ca3f040
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97343] removed dtor for sub_bitmap 000000000ca3e7d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97343] removed dtor for sub_bitmap 000000000ca3ee90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97344] removed dtor for sub_bitmap 000000000ca3e980
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97345] removed dtor for sub_bitmap 000000000ca3d8a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97346] removed dtor for sub_bitmap 000000000ca3da50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97346] removed dtor for sub_bitmap 000000000ca3ddb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97347] removed dtor for sub_bitmap 000000000ca3df60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97348] removed dtor for sub_bitmap 000000000ca3eb30
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97349] removed dtor for sub_bitmap 000000000ca3bbf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97349] removed dtor for sub_bitmap 000000000ca3e2c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97350] removed dtor for sub_bitmap 000000000ca3f700
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97351] removed dtor for sub_bitmap 000000000ca3e470
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97351] removed dtor for sub_bitmap 000000000ca3f3a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97352] removed dtor for sub_bitmap 000000000ca3e620
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97353] removed dtor for sub_bitmap 000000000ca3f550
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97354] removed dtor for sub_bitmap 000000000ca433c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97354] removed dtor for sub_bitmap 000000000ca40630
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97355] removed dtor for sub_bitmap 000000000ca43720
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97356] removed dtor for sub_bitmap 000000000ca42490
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97357] removed dtor for sub_bitmap 000000000ca41dd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97357] removed dtor for sub_bitmap 000000000ca3fa60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97358] removed dtor for sub_bitmap 000000000ca438d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97359] removed dtor for sub_bitmap 000000000ca41710
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97360] removed dtor for sub_bitmap 000000000ca40b40
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97361] removed dtor for sub_bitmap 000000000ca40990
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97361] removed dtor for sub_bitmap 000000000ca418c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97362] removed dtor for sub_bitmap 000000000ca42130
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97363] removed dtor for sub_bitmap 000000000ca42640
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97364] removed dtor for sub_bitmap 000000000ca43210
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97364] removed dtor for sub_bitmap 000000000ca41a70
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97365] removed dtor for sub_bitmap 000000000ca42d00
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97366] removed dtor for sub_bitmap 000000000ca41560
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97367] removed dtor for sub_bitmap 000000000ca40cf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97368] removed dtor for sub_bitmap 000000000ca43570
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97368] removed dtor for sub_bitmap 000000000ca3ff70
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97369] removed dtor for sub_bitmap 000000000ca3f8b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97370] removed dtor for sub_bitmap 000000000ca407e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97370] removed dtor for sub_bitmap 000000000ca43a80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97371] removed dtor for sub_bitmap 000000000ca422e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97372] removed dtor for sub_bitmap 000000000ca41200
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97373] removed dtor for sub_bitmap 000000000ca43c30
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97373] removed dtor for sub_bitmap 000000000ca427f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97374] removed dtor for sub_bitmap 000000000ca41c20
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97375] removed dtor for sub_bitmap 000000000ca43060
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97376] removed dtor for sub_bitmap 000000000ca40480
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97376] removed dtor for sub_bitmap 000000000ca40120
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97377] removed dtor for sub_bitmap 000000000ca429a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97378] removed dtor for sub_bitmap 000000000ca42eb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97379] removed dtor for sub_bitmap 000000000ca40ea0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97379] removed dtor for sub_bitmap 000000000ca41f80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97380] removed dtor for sub_bitmap 000000000ca42b50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97381] removed dtor for sub_bitmap 000000000ca3fdc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97382] removed dtor for sub_bitmap 000000000ca3fc10
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97382] removed dtor for sub_bitmap 000000000ca43de0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97383] removed dtor for sub_bitmap 000000000ca43f90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97384] removed dtor for sub_bitmap 000000000ca44140
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97385] removed dtor for sub_bitmap 000000000ca442f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97385] removed dtor for sub_bitmap 000000000ca402d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97386] removed dtor for sub_bitmap 000000000ca444a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97387] removed dtor for sub_bitmap 000000000ca44650
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97388] removed dtor for sub_bitmap 000000000ca44800
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97388] removed dtor for sub_bitmap 000000000ca45070
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97389] removed dtor for sub_bitmap 000000000ca413b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97390] removed dtor for sub_bitmap 000000000ca449b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97391] removed dtor for sub_bitmap 000000000ca44b60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97391] removed dtor for sub_bitmap 000000000ca44d10
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97392] removed dtor for sub_bitmap 000000000ca44ec0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97393] removed dtor for sub_bitmap 000000000ca41050
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97393] removed dtor for sub_bitmap 000000000ca45220
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97394] removed dtor for sub_bitmap 000000000ca45c40
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97395] removed dtor for sub_bitmap 000000000ca453d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97396] removed dtor for sub_bitmap 000000000ca45580
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97396] removed dtor for sub_bitmap 000000000ca45730
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97397] removed dtor for sub_bitmap 000000000ca458e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97398] removed dtor for sub_bitmap 000000000ca45a90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97399] removed dtor for sub_bitmap 000000000ca45df0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97399] removed dtor for sub_bitmap 000000000ca46150
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97400] removed dtor for sub_bitmap 000000000ca45fa0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97401] removed dtor for sub_bitmap 000000000ca46300
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97402] removed dtor for sub_bitmap 000000000ca83db0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97402] removed dtor for sub_bitmap 000000000ca85040
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97403] removed dtor for sub_bitmap 000000000ca82cd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97404] removed dtor for sub_bitmap 000000000ca867e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97405] removed dtor for sub_bitmap 000000000ca86480
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97405] removed dtor for sub_bitmap 000000000ca86ea0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97406] removed dtor for sub_bitmap 000000000ca83a50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97407] removed dtor for sub_bitmap 000000000ca85c10
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97408] removed dtor for sub_bitmap 000000000ca82e80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97409] removed dtor for sub_bitmap 000000000ca83540
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97409] removed dtor for sub_bitmap 000000000ca862d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97410] removed dtor for sub_bitmap 000000000ca84ce0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97411] removed dtor for sub_bitmap 000000000ca86b40
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97412] removed dtor for sub_bitmap 000000000ca83f60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97412] removed dtor for sub_bitmap 000000000ca87050
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97413] removed dtor for sub_bitmap 000000000ca85dc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97414] removed dtor for sub_bitmap 000000000ca85550
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97415] removed dtor for sub_bitmap 000000000ca831e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97415] removed dtor for sub_bitmap 000000000ca83030
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97416] removed dtor for sub_bitmap 000000000ca842c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97417] removed dtor for sub_bitmap 000000000ca84620
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97418] removed dtor for sub_bitmap 000000000ca84470
